place_name,review_text
Habib's Village,
Habib's Village,Very good
Habib's Village,At first you think hmmm. But food was super tasty and fresh. Very friendly service. Well cared for and clean. Highly recommended. Delicious spicy food. Surprising flavors. Just do it.
Habib's Village,Food quality is low & i wasnt expecting that from a restaurant situated in that area.
Habib's Village,"The buffet is pleasant to the eye and the palate, somewhat spicy  , but bearable....."
Habib's Village,"The food is delicious and varied, and the price is reasonable. The Tunisian sister was very wonderful and cheerful"
Habib's Village,"Excellent Indian food! One of the best Ive eaten since I lived in London. I didnt get the buffet because I dont eat that much, except for the Chicken Vidaloo, which was spicy as well as tasty!"
Habib's Village,"We had excellent experience. The buffet is great, we enjoyed the dishes a lot. The service is also very good. Thank you!"
Habib's Village,"Good food, quite a discovery"
Habib's Village,Very good!!!
Habib's Village,
Habib's Village,
Habib's Village,One of the best curries and best naans Ive had in Barcelona :) delicious food and very friendly staff
Habib's Village,"The worst service ever, the guy thinks he can do whatever he wants and refused to charge us separately"
Habib's Village,The food was so bad and old the service was so late and let me tell you this that indian girl who works there is so uneducated she dont even know how to talk to the customers All the time she was using her phone And the bathrooms were so dirty please fix this Thank you
Habib's Village,"Very bad, the service was very bad and the food was disgusting. The Indian woman there was extremely rude and unprofessional, was on her phone the whole time and didnt attend us PLEASE LET THIS BE YOUR WARNING NOT TO VISIT THIS RESTAURANT"
Habib's Village,
Habib's Village,Very good food! Thank you! Best in Europe!
Las Muns,Thanks to Mila for her hospitality and also thanks Argentina for empanadas ;)
Las Muns,"Excellent service, thank you girls, Mila and Stefany, thank you. My favorite place."
Las Muns,A must try in Barcelona!!!
Las Muns,Very good! Valentina was our server. She was very nice and helpful. Vegetarian options: Many vegetarian options! Kid-friendliness: Very kid friendly!
Las Muns,Very gratifying to go to a place where you are served by people as nice as Vale and Edu.
Las Muns,Good product and very good service from Valentina. Very friendly smiling and good recommendations! I will definitely return!
Las Muns,Valentina was every respectful and friendly to be honestly
Las Muns,"Valentina gave great service, was super nice, and had the best recommendations. Promote her."
Las Muns,
Las Muns,Gor great service from Valentina and Edouardo and the best vegan empanadas i have ever tasted
Las Muns,"I really love the empanadas there, and the service provided by Eduardo and Vale"
Las Muns,
Las Muns,Edu and valen great service and very cute
Las Muns,
Las Muns,"Alejo gave us excellent service!! the empanadas are 20/10 and they have drinks for 1 euro, spectacular!!!"
Las Muns,"Best empanadas in town, with lots of variety and vegetarian options!"
Las Muns,"Super rich, best carmelized onion flavor!!! Food"
Las Muns,
Las Muns,
Las Muns,I highly recommend it
Las Muns,"Alejo and Carlos are a luxury, super friendly and recommended."
Las Muns,"Super delicieux  , je recommande le cheeseburger, l epinard, le thon et pomme canelle que j ai adore !!!"
Las Muns,
Las Muns,A small place but with brilliant Empanadas. A must-try when in Barcelona.
Las Muns,
Las Muns,
Las Muns,
Las Muns,"Excellent service from Steph, I will definitely return"
Las Muns,"Stephanies service is very good, and the empanadas are incredible   100% recommended.."
Las Muns,"The empanadas are very good, the girl Stephanie is very friendly"
Las Muns,Super nein explained and very Ananke the Stephanie :) recommended!
Las Muns,The exhibition of empanadas is very nice and very tasty and fresh. Thanks to Stephy for helping me choose and for doing it very quickly and kindly.
Las Muns,Stephanies attention was very good and the empanadas were very good
Las Muns,"I love the empanadas here because they are well filled, I stop by whenever I can, I recommend them. Stephs attention is top"
Las Muns,Steph helped me and recommended the best empanadas. Excellent everything
Las Muns,"I recommend the Heura empanada and Stephanie, excellent service!"
Las Muns,I really liked the caramelized onion empanada and Stephanies service was excellent
Las Muns,"Excellent empanadas, very delicious, plus the attention a ten out of ten, especially from a particular girl named Stfany, everything is highly recommended! Keep it up"
Las Muns,"I love these empanadas, they had been recommended to me and the truth is they are divine, plus the treatment and attention of the girl who served me was the best so much so that I asked her name Stfany, to recommend her"
Las Muns,"Delicious food, very good recommendation! And Stefany treated us great, she was very very nice."
Las Muns,Thank you Empanadas very good. 5 star attention. Stephan
Las Muns,
Las Muns,They are a fan of empanadas! But what I like most is that they take good care of me and I receive the best care from Stephanie!!! Totally recommended
Las Muns,"Second time I go. I can only say that I will repeat. Stephs attention is super friendly, she has good suggestions if you have doubts about what to try. Without a doubt the best empanadas I have ever tried."
Las Muns,Excellent service from Steph and very delicious empanadas
Las Muns,Joel served us super quickly and the empanadas were delicious!
Las Muns,Excellent empanadas and excellent service from Steph! Ill be back soon for sure!
Las Muns,"Very delicious empanadas, I highly recommend the place! Attention like nowhere else, I was treated by Steph, a super friendly girl who was available to explain to me the varieties of her products, I will definitely come back again!"
Las Muns,"I visited for the first time and I liked everything, excellent service from Steph."
Las Muns,Steph was very kind and looked after us very well
Las Muns,"Very nice empanadas! Service is great, and the atmosphere is very clean. Would definitely recommend!"
Las Muns,"Great variety of Argentine empanadas in Barcelona, excellent quality. 100% recommended, especially the caramelized onion empanada. This experience could not be enjoyed as well without the exceptional service provided by Steph."
Las Muns,"Empanadas to repeat a thousand times, and Stephanies attention and recommendations 10/10!"
Las Muns,"Very good empanadas, somewhat expensive for the size but the best thing was the attention of Stefanny, a very nice girl who helped me choose the best ones, very nice and good treatment"
Las Muns,"Thank you    great, perfect service from Stephani."
Las Muns,
Las Muns,Great service from a beautiful woman who reminded me of a miracle.
Las Muns,"Excellent Argentine empanadas, very delicious, the quality is noticeable and they do not deny anything to the filling. The only thing I found was small and the coffee machine didnt work."
Las Muns,"I loved everything, I was treated by Steph, everything was excellent, I recommend it"
Las Muns,Very kind Steph
Las Muns,The best empanadas in Poblenou!
Las Muns,
Las Muns,Very good empanadas and very good attention!
Las Muns,"Very good, they never fail. Very attentive and friendly staff. Special offer for your anniversary every Wednesday!!"
Las Muns,
Las Muns,
Las Muns,
Las Muns,
Las Muns,
Las Muns,
Las Muns,
Las Muns,"Best empanadas in Barcelona without a doubt, my favorite is the soft beef one, comfortable atmosphere to have a good time, Agostina always treated us very well with a smile ready to explain everything we asked, attentive to every detail."
Las Muns,
Las Muns,Very delicious empanadas and very good attention from Alejo
Las Muns,"Its definitely not a 4.6 place for food, Id say its a 3-star empanada at best and overpriced."
Las Muns,
Las Muns,Great food and service!!
Las Muns,
Las Muns,Food
Las Muns,"Diego, Mariano, happy birthday! A hug... delicious empanadas Thank you very much Alejo"
Las Muns,"Very good service from all their workers, delicious empanadas."
Las Muns,Very nice staff and great empanada varieties! Absolutely delicious! My recommendation: cheeseburger
Las Muns,
Las Muns,The best empanadas in Europe!
Las Muns,Tres bon accueil. Empanadas tres bons et pour tous les gouts.
Las Muns,Was looking for a simple and easy dinner option and stumbled across this little place. Friendly service and large selection of tasty empanadas. Good option for those looking for vegetarian choices.
Las Muns,"The beef and caramelized onion empanadas are divine. Alejo recommended me very well, and was also very friendly!"
Las Muns,"Very good, Alejo recommended the one with caramelized onion and it is good"
Las Muns,The baked empanadas are very tasty. And with your purchase you get coffee with milk for  1 so I took advantage and accompanied my mushroom empanada   Alejo was super friendly and we talked while I ate because the place was quiet. I will return because it is close to work and the smell of freshly baked goods is tempting.
Las Muns,"Hello, thanks to Stephanie for the attention along with Nuria"
Las Muns,I liked everything and Stephanies attention always makes me come back
Las Muns,"Excellent service from Stephanie, the empanadas are also good"
Las Muns,"I love this place, the location is excellent, right on the Poblenou Rambla, and the service is very good! Stephi helped me today and I loved it! Thank you!!! I especially recommend the vegan cheeseburger empanada, which is wonderful."
Las Muns,Excellent service from Stephanie.
Las Muns,"enjoying my first time eating very tasty and well-prepared empanadas, an incredible recommendation for breakfast, lunch or an afternoon break."
Las Muns,"The place is amazing, the food is very good and the waitress Steph is very friendly."
Las Muns,Everything is great! Thanks to Steph
Las Muns,We were on vacation and we had to eat something delicious and quick and we arrived here... we loved Stephanies attention... what good energy!!! Thank you very much for the recommendations
Las Muns,Thank you Steph for my first empanada experience. Was very tasty :)
Las Muns,"Stefany has been very attentive, and the Muns have always been my favorite empanadas"
Restaurant La Forquilla,The tasting menu is well worth it.
Restaurant La Forquilla,"We went for lunch and it was a very pleasant experience. We made the tasting menu. All very good, very good presentation in a relaxed atmosphere We recommend it!!"
Restaurant La Forquilla,Very very highly recommended!!
Restaurant La Forquilla,The fork never disappoints. To enjoy with each dish.
Restaurant La Forquilla,Incredible experience! One man restaurant with very high quality
Restaurant La Forquilla,"Great discovery, tasting menu, phenomenal, everything very good"
Restaurant La Forquilla,"Fantastic place with excellent food and a very cozy atmosphere. They took great care of us. It is worth going slowly, tasting all the dishes calmly to appreciate the care with which the chef has prepared them. Ultra recommended!"
Restaurant La Forquilla,"A great discovery and a great gastronomic experience. Highlight the close treatment of the chef, who explains each dish in detail and is interested in its result. The tasting menu is highly recommended."
Restaurant La Forquilla,A tasting menu that has nothing to envy of a Michelin star. Sit back and enjoy in a quiet environment.
Restaurant La Forquilla,Amazing food. Very nice presentation and taste combinations. What makes all more amazing that it is a one man show. A great find and a great experience.
Restaurant La Forquilla,excellent
Restaurant La Forquilla,
Restaurant La Forquilla,Excellent tasting menu with pairings very well selected by the chef.
Restaurant La Forquilla,Astonishing food experience! Even more when you realize that everything is played by a one man band!
Restaurant La Forquilla,"Small, cozy restaurant, not loud, designed to focus on the food and not on the decoration. Innovative proposals, some daring. And you may not like that. Spending on the cooking point of a sea bass and accompanying it with sweet garnish, for example, is not liked. But overall its worth it. Fantastic service, unbeatable. The price, excessive. If the kitchen fine tunes a little more, they have a great future."
Restaurant La Forquilla,"Restaurant with a closed menu, a lot of attention from the owner, he is a true artist. He advised the pairing. He is alone, he does all the service, he cooks, everyone with a lot of sense with a lot of attention, he is not slow, he is very attentive. We all left delighted, it really is a different restaurant and worth trying."
Restaurant La Forquilla,
Restaurant La Forquilla,
Restaurant La Forquilla,
Restaurant La Forquilla,"We ordered the tasting menu and it was a perfect choice! Every dish was served in a perfect manner, and the taste was very delicate. They were visually asthetic as well. The chef explained every dish and kindly hosted us. It was a great experience, and we would like to come again. Worth the money! Highly recommend this place."
Restaurant La Forquilla,
Restaurant La Forquilla,"Great restaurant. Perfect atmosphere and unbeatable service. The food, you simply have to go there to discover it."
Restaurant La Forquilla,A fantastic texture and flavor experience. We made the tasting menu Do not miss it! I will return for sure Thanks Chef
Restaurant La Forquilla,"Yesterday we went there for lunch with a group of friends, a very nice place to enjoy little noise because the place offers ideal diners. We did the tasting menu, we were surprised by the smells and flavors. I absolutely recommend it."
Restaurant La Forquilla,"It is perfection itself. The atmosphere of the restaurant is perfect, but All courses and paired wines I could feel the chefs creativity and sincerity. Next time you come to Barcelona I will definitely come back. Thank you so much for making it such a happy experience."
Restaurant La Forquilla,An elaborate and quality meal with good service and good atmosphere
Restaurant La Forquilla,"Great food, with a lot of flavor and at the same time fine, dishes with creativity, unbeatable service, the chef, waiter, sommelier..... is a real crack, congratulations."
Restaurant La Forquilla,"Incredible tasting menu made by Vidal, who took care of every detail ALONE (I admire his cooking and his service). Quiet place for a special and unforgettable evening. I highlight the scallop and the suckling pig.... uffffffgggg. Experience worth living      Congratulations!!!!"
Restaurant La Forquilla,
Restaurant La Forquilla,"Had a wonderful meal at La Forquilla. The food was excellent, the chef was very personable, and made great recommendations. This restaurant clearly comes from a place of great passion, and we loved our experience."
Restaurant La Forquilla,"Loved my experience there. Its a one man show and i can understand sometimes that can be overwhelming but maybe a little bit more patience is required on the owners part when dealing with clients who dont speak English, Spanish or Catalan. The food was excellent, the attention to detail is there. I love how its not super loud inside and you can chill have a great time. It was my cousins birthday and he even suprised her with a birthday treat while juggling his kitchen and orders. So he does make you feel special. I highly recommend this place and try to understand that its one person doing everything and sometimes that does not leave them much time to spend at your table. But the food is outstanding"
Restaurant La Forquilla,"Three friends were there because of a reference we had on the radio and we took advantage of the visit to Barcelona. We were surprised and liked the decoration and the atmosphere (music at an appropriate volume). We ordered the great tasting menu. The original and quality wine list. We liked the wines a lot. The cook, who also waits on the tables, was very correct and efficient. In short, a highly recommended restaurant."
Restaurant La Forquilla,
Restaurant La Forquilla,We really enjoyed the chefs creativity and excellent raw materials.
Restaurant La Forquilla,"Small and fine restaurant. The chef serves himself and explains the dishes. The tasting menu was excellent. Wed love to come back. Even more than a year later, we ate great food again. The restaurant is definitely on our agenda for our next visit to Barcelona."
Restaurant La Forquilla,"Fabulous experience, from start to finish! If I had to change anything it would be the decor of the walls, and perhaps dimming the lights somewhat. The most important thing is however the food, which is AMAZING! Food : 5/5"
Restaurant La Forquilla,"An amazing one man show, really unforgettable experience in terms of both food and service!"
Restaurant La Forquilla,Nous avons passe une soiree incroyable avec un cuisinier qui travaille tout seule dans son restaurant. Cetait sublime
Restaurant La Forquilla,"A unique experience. A restaurant where reception, service, preparation and payment are done by one and the same person and where it is also super tasty. Never experienced. An absolute must! I am a fan."
Restaurant La Forquilla,Excellent food and service
Restaurant La Forquilla,"Unbeatable 50th birthday gift!!!! I couldnt say which dish I liked the most, starters, seconds and spectacular desserts."
Restaurant La Forquilla,Take advantage while it has no star . then it will be impossible. Optimum in every way
Restaurant La Forquilla,"The restaurant is clean, minimalist and moderately elegant. The food and quality ingredients are noticeable in cooked to the point. But in this concept of I stew it, I eat it (that is, the cook acts as a waiter, sommelier and waiter), which is very good, the chef should be more empathetic, kinder, warmer in short, closer. . The concept without closeness and sincere kindness does not work. It may be that that day was a hard day, therefore we will give it another chance because the Chef and the restaurant itself deserve it, as long as that feeling between diner and Chef is better."
Restaurant La Forquilla,"Not only was the food, beautiful and delicious, but it was playful and surprising. The tasting menu is a must definitely get the wine pairing you re gonna be so floored when you try it."
Restaurant La Forquilla,Spectacular. Everything is very rich.
Restaurant La Forquilla,All excellent dishes. Food made with pleasant flavors and nuances that stand out. The entire restaurant is run by only one person. Reservation essential. Wheelchair accessibility: Ground floor without steps to access. Tables with plenty of space for wheelchairs.
Restaurant La Forquilla,Recommended experience. Exquisite tasting menu. And exceptional service. Taking into account that the same person is chef and waiter...it is organized super well.
Restaurant La Forquilla,"This was a very special and unique dining experience. The chef, a talented one-man show, crafted a mouth-watering menu paired with exquisite wines. The quality of food and service was outstanding, and the overall value was exceptional!"
Restaurant La Forquilla,
Restaurant La Forquilla,"Good place to go to eat, very good food, super friendly staff, 10"
Restaurant La Forquilla,Unique site. Quite an experience. Highly recommended.
Restaurant La Forquilla,"Amazing experience! The chef runs the entire restaurant on his own and manages to keep the patrons happy! The wine pairing was an excellent choice and probably amounted to 3 or 4 glasses in total. Also very reasonably priced. Lastly, he was able to accommodate last minute dietary restrictions with ease, which was great because I should have mentioned during the time I made the reservation."
Restaurant La Forquilla,"Very good experience. We dont know the rte and today we went to lunch. We ate a la carte, there is also an interesting tasting menu, and all the dishes were delicious and of high quality. L, delicious crayfish and green bean rice. Impeccable presentation and very good service. The professionalism and intention of the diners was noticeable we feel pampered Well be coming back."
Restaurant La Forquilla,I wish I can give more than 5 stars on my review. Really impressed by the solo culinary show hosted by the chef = the owner = who serves you. Tried the tasting menu - a combination of all great ingredients with love and dedication from the chef and his creativity. Recommend to all who visits Barcelona!
Restaurant La Forquilla,Had fun. Came here per a recommendation and my wife and I enjoyed the food. The wine selection was great too Vegetarian options: My wife got some vegetarian food. Just make sure you give the owner notice when making your reservations
Restaurant La Forquilla,I was eating and I loved the food!!!
Restaurant La Forquilla,"Vidal is so welcoming, what a star. He was cooking for us while explaining the menu and serving. We were highly impressed by the food and service, he really made us feel at home. I would recommend doing the tasting menu with matching wines, I would order every dish again. Also great value for money."
Restaurant La Forquilla,"When you work with passion the result is impeccable, a pleasure for the senses, Good product and good work. A great discovery, we will be back!"
Restaurant La Forquilla,Stunning. Quite how Vidal delivers everything I have no idea but the result is superb. Everything was great but the Pork dish and Coconut dessert were the best of their types I have ever had. Exceptional.
Restaurant La Forquilla,Magnifique je recommande.
Restaurant La Forquilla,Excellent attention and quality!
Restaurant La Forquilla,"This restaurant is a gem, inconspicuous location for one of the best culinary experiences I ve had in Barcelona. Major thanks to the chef for the exquisite play with flavours and textures, and for the warm service."
Restaurant La Forquilla,
Restaurant La Forquilla,"A pearl, delicious, welcoming and fair prices. Wheelchair accessibility: Flat entry."
Restaurant La Forquilla,
Restaurant La Forquilla,I recommend it 100x100. From the first dish to the last. All incredible. Looking forward to returning
Restaurant La Forquilla,Quiet and pleasant atmosphere. The very elaborate and original tasting menu. The cook is the one who serves and has everything planned. Exquisite service and very original and carefully prepared dishes. Excellent value for money.
Restaurant La Forquilla,impressive I ate the tasting menu and we loved it. Everything very accurate. The boy very attentive as I could not eat some foods and honey has changed. Super recommended.
Restaurant La Forquilla,Quiet and well cooked
Restaurant La Forquilla,The food is exquisite and the service excellent. It is always a pleasure to return.
Restaurant La Forquilla,"Probably the most valuable culinary experience we ve had in Barcelona. There is so much love and attention to detail being put in the food, the ingredients are top notch, the flavors and textures are exceptional, yet simplicity is key in most of the plates. Truly unique, not to be missed. Big bravo to Chef and owner Vidal, his passion and dedication to his cooking is inspiring. Keep it up!"
Restaurant La Forquilla,"Interesting place due to the service format and quality of the product produced. The cook is both the one who attends and serves the diners. Minimalist and cozy place, it would improve the ambient light giving it greater warmth and the coverings to improve acoustic comfort. We will repeat to try the tasting menu!"
Restaurant La Forquilla,"Great cuisine and very nice atmosphere.  Although the chef handles everything by himself, he serves dish just after they are prepared.  Enjoyed every dish."
Restaurant La Forquilla,"Excellent impeccable menu,"
Restaurant La Forquilla,An original approach. The cook himself serves the tables which are well separated. The place could become endearing if the chefs attitude was warmer. It can occasionally be disrespectful. The right food.
Restaurant La Forquilla,Thank you for a really nice evening with super delicious dishes and exquisite wines! Can definitely be recommended
Restaurant La Forquilla,
Restaurant La Forquilla,"Very chill atmosphere, few tables, delicious tasting menu. The owner does all the functions, cooks, waits on tables and gets paid. Its very close"
Restaurant La Forquilla,"We had the tasting menu with wine pairing. Each course was creative, beautiful, and delicious -- easily the best fine dining experience I had during my stay in Barcelona."
Restaurant La Forquilla,"I have very good references! It is my next restaurant, without a doubt!!"
Restaurant La Forquilla,
Restaurant La Forquilla,"This restaurant is a gem. The tasting menu is a unique experience. The chef is the only employee,  he does everything on his own while chatting with the guests. His passion for cooking is inspiring. Most importantly, the food and wine are absolutely delicious."
Restaurant La Forquilla,"It is a highly recommended restaurant. Quiet and cozy space. We ordered the tasting menu. A good presentation, the dishes very elaborate and everything super good. Vidal is useful for everything, he is a versatile and charming person, thanks for everything."
Restaurant La Forquilla,"Nice space, quiet and relaxing to enjoy. Very good, and sometimes brilliant, combinations of flavors. No surprise about the quality, in fact a bit deceived considering the comments, but still very good standard. Service committed, well explained but a bit weird understandable as it is driven by only one person. Good experience to have but, in our opinion, not to repeat, as for the bill, there are many options in the city that are worth it a try."
Restaurant La Forquilla,
Restaurant La Forquilla,Fantastic tasting menu with a good pairing of wines with very good product and service. All done and served for a crack!
Restaurant La Forquilla,Perfect food. It is incredible that this is possible by one person and for this price. We loved our evening here. Big big recommedation! Food
Restaurant La Forquilla,"Surprising discovery. You can see mastery and know-how in their preparations. The most surprising thing is that the chef takes care of everything, and when I say everything, it is everything. What good taste in the presentations and flavors, with a very good product and know-how. Simple and comfortable place. It is one of the places to repeat because you leave with a very good taste in your mouth and having eaten phenomenally. He certainly has the makings of a super chef. Congratulations and continue having fun."
Restaurant La Forquilla,Most amazing place in Barcelona! Chef Vidal is a master in the kitchen!  If you are in Barcelona you need to go here! Recommended dishes
Restaurant La Forquilla,"Excellent!!!! Quality product, superb atmosphere and very friendly service.... There is nothing like it in Barcelona!!!"
Restaurant La Forquilla,Loved it!
Restaurant La Forquilla,
Restaurant La Forquilla,Stunning experience
Restaurant La Forquilla,"A fantastic tasting menu experience last night. You absolutely MUST go. This guy is a one in a million. Go now before he gets his Michelin stars! Cant see where to post photos but trust me, hes brilliant"
Restaurant La Forquilla,
Restaurant La Forquilla,Good atmosphere and food. They have a menu for  65 that is very good. The chef is also the one who serves you and makes the experience even more personal. Highly recommended :)
Restaurant La Forquilla,
Restaurant La Forquilla,Cozy place ran by owner chef - fantastic food ! I left full and contented. I hope he gets more business :) thank you for the food Also for reviews that say he is rude   I beg to differ. Owner is really nice and can see he is just an honest guy. Let s help real passionate cooks thrive
Restaurant La Forquilla,We enjoyed a spectacular lunch. We were recommended and how lucky that they discovered it for us! Congratulations on the project!!!
Restaurant La Forquilla,"Restaurant run by a young chef, with experience because it was previously on Carrer PereIV with the same name, modern kitchen very well maintained and service at the owners expense, varied selection of wines at very reasonable prices."
VIRENS,Had quick lunch here- quick service with set menu.  Good is gorgeous!
VIRENS,
VIRENS,
VIRENS,Pleasant restaurant with sober and elegant decoration. Very professional and friendly service. Cook one surprise after another. Exceptional and imaginative. A surprise of continuous flavors and textures. Very original presentations. Various tasting and a la carte menus.
VIRENS,
VIRENS,
VIRENS,
VIRENS,A wonderful experience in a great atmosphere. I tried the tasting menu Tierra y Mar that was amazing. Never experienced such similar.
VIRENS,Restaurant located next to Maison Balto The food is good there. Not suitable for children
VIRENS,"Exquisite, fusion of vegetarian flavors and also for non-vegetarians. Fusion and creation of unique sensations, with the Chefs creativity you discover a new world of palate. Quiet, comfortable environment to enjoy and relax!"
VIRENS,"Simply one of the best restaurant weve ever been, exciting and unique food!"
VIRENS,Wonderful!
VIRENS,The service was a disaster in capital letters... And the food was very expensive for what it is. We will not return for sure!!!
VIRENS,"Its not worth what its worth even remotely. I would not go back. For being inside a 5 star GL hotel, the service was not up to par at all. They left plates on the table without picking them up, 5 different waiters came (there was no continuity in the experience). As for food, in my opinion, they overuse beets. We made the menu longer and they still wanted to charge us for the matcha tea bread. The carrot risotto tasted like orange (we communicated this) and they said they would send it to the kitchen because it shouldnt be like that but they didnt offer us any alternative. One of the 15 dishes on the menu was a cheese board, literally a dish that they use as filler to justify what its worth because it didnt make any kind of sense. Extremely strong cheeses without any type of accompaniment (toasts for example)."
VIRENS,Thank you for an amazing dinner. Love the creativity of the dishes   and a perfect balance of flavor and texture. Vegetarian options: Plenty of tasty vegetarian options!
VIRENS,
VIRENS,The best restaurant in Barcelona
VIRENS,"We had the gastrobotanical menu and absolutely loved it. Very original, great presentation and very friendly, attentive staff. Stylish ambience. Overall, a very successful evening. And we will definitely come back next time we are in Barcelona."
VIRENS,"Best vegan 6 course meal I ve had so far. The chef outdid himself The price point I put is for Christmas dinner menu which I think was fair,otherwise there are other options which are cheaper and well portioned Vegetarian options: We had a complete vegetarian 6 course menu, the chef outdid himself"
VIRENS,"A good experience at all times. The place is quiet and with a space between tables that is to be appreciated. The decoration is modern and simple, creating a pleasant atmosphere. The treatment of the staff is attentive at all times but not intrusive. I have to say that I am not a veggie person but I did enjoy the menu. We opted for the day menu and they made it easy for us to share dishes between us. This made it easy to taste several dishes. For starters, the gnocchi with crispy schnitzels are highly recommended. In the second rice and risotto. We opted for red prawn rice from Palamos. Really very good and tasty but the carrot risotto with crispy seaweed was quite an experience to repeat. Just as the rice is strong in taste, the rissoto is soft and very pleasant to the stomach. The desserts also highlight the fruit macedonia with hibiscus and seva and celery ice cream. Very digestible and pleasant to the taste. To accompany it, we tasted the green tea bread with spinach, aove and butter made by them. A good bread In short, despite having dishes with fish and meat, my personal recommendation is to opt for vegetables. I hope to return."
VIRENS,"An excellent experience!! Everything was fantastic from the first moment to the last, the food was exquisite, the place very nice and the staff wonderful. Aitor gave us a 10. I highly recommend it and we will 100% return!"
VIRENS,"Fascinating! The presentation, the exquisiteness of the flavors and above all the attention of all the staff. To highlight the attention of Aitor, a young dark-skinned boy, with great gastronomic knowledge and who helped us a lot in choosing the wines. We will repeat for sure! A real pleasure,"
VIRENS,
VIRENS,Oh my! 11 of 10!!!!! So great service!!! Food is AMAZING             We are very happy to find this jem   vegan food is beyond expectations
VIRENS,"A unique gastronomic experience. We ate a 12 course menu. All plant-based which was incredible, a unique combination of flavors. The attention of Miriam and Priscila made the dinner unique, they explained each dish to us and made sure we didnt miss anything. I will return without a doubt"
VIRENS,"They did not want to feed us, when we had a reservation confirmed by them for 01/01/24, at 3:00 p.m., claiming that the kitchen closes at that time So why do they set the time at 3:00 p.m. if its the kitchen closing? Fill out the complaint form for the Generalitat Very rude, unpleasant situation, we did not eat and they practically asked us to leave Incredible!! I have never had a situation like this Nothing, nothing recommended"
VIRENS,"Excellent food. Very improvable service. We went about a month ago, two of us, during the week and with the room practically empty. Dishes from the tasting menu arrived before we finished the previous one, on a couple of occasions they served us the dish before the cutlery, depending on the waiter who served you, they didnt even explain to us what we were going to drink, plus a pairing that added little or nothing to the experience. menu, with an extremely cheap selection for the price that included the pairing of approximately 50 euros extra to the menu. A great shame these conditions for an exquisitely designed menu. Vegetarian options: Many both vegetarian and vegan Dietary restrictions: Almost any of the possible restrictions are contemplated Wheelchair accessibility: At street level"
VIRENS,"We had a reservation on New Years at 3:00 p.m. and we arrived at 3:10 p.m. To our surprise, when the person in charge of the room arrives, he tells us that the kitchen is already closed and we cannot eat there. He then offers us to take a plate with the small mouth to the bar. Treatment could be very improved, the truth is a very bad experience to start the year and it is a Michelin star, in which better service is expected."
VIRENS,"Virens secures a middling 3/5 stars due to its commendable but not outstanding culinary offerings. The flavors are satisfying, and the ambiance is pleasing, contributing to a generally enjoyable lunch experience. However, the restaurant falters in the value department the relatively high prices dont quite match the portion sizes and quality, creating a noticeable disparity. While Virens certainly has its merits, the pricing structure and a need for more culinary finesse keep it from achieving a higher rating. Consider it for a decent meal, but be prepared for a slightly heavier dent in your wallet than anticipated."
VIRENS,"Nice atmosphere, but the food was overpriced and didn t impress. The service was also dreadfully slow."
VIRENS,
VIRENS,"I have celebrated a Christmas meeting with some colleagues that was very balanced in Treatment, Cooking, quality of the product. Congratulations to the team for their patience also in the thousand photos we took. If you want to eat healthy, your digestion will thank you. I will repeat on another occasion with family and friends. Congratulations guys and happy holidays"
VIRENS,"Very upscale and sophisticated restaurant.  Although, in general,  I dont like vegan stuff,  I was very pleasantly surprised with this place. Dont get me wrong,  they do have meat and fish dishes,  but they are very heavy on the vegan recipes, and I have to admit,  they perfected them! Very nice ambiance and excellent service."
VIRENS,"I saw the article in Foodie Culture magazine, and it met expectations 100%. Excellent food and very good treatment. (Photos of some of the dishes)"
VIRENS,
VIRENS,"Impeccable! What this guys do with vegetables is absolutely amazing: you have such an explosion of different tastes, aromas, structures. Beautiful servings and love the Chef has for what he is doing in every dish"
VIRENS,Vegetarian options: Heerlijke vegetarische gerechten! Food
VIRENS,"I went to eat and we found a hair in the food. With the prices they charge for the dishes, it is not worth it in terms of quality-price and the variety of the menu leaves a lot to be desired."
VIRENS,Restaurant located in a hotel in the center of Barcelona. with a 5-star GL rating. Exquisite atmosphere and attentive service. Cuisine mostly made with seasonal vegetables with the option of fish and meat. 3 Tasting and a la carte menus. Seasonal products of excellent quality prepared in a careful and original way. A must visit if you like good food and especially vegetarian and original food. Vegetarian options: Very varied cuisine with seasonal vegetables
VIRENS,"They welcomed us with a complimentary cocktail, it was very good. We tried the green menu, the dishes were very delicious, but I needed a sweeter dessert. I loved the matcha bread. The wine we chose was perfect to accompany dinner. Overall the experience was pleasant and delicious. Highly recommended!"
VIRENS,"Bad experience that ruined the food. Reserve by asking the favor so that with the dessert it is with a candle since it was my partners birthday. I called them again an hour before to remind them about the candles and they said they would do it. Well, during the meal the waiters were in a hurry to remove our plates, at no time asking if we were enjoying it, etc. Furthermore, the explanations of the dishes are very concise. Oh, and if that werent enough, at the end I was waiting for them to bring out at least one candle or some detail and nothing... I had no choice but to ask for the bill and leave the restaurant. Very disappointed"
VIRENS,"Good afternoon! Last Sunday the 19th we celebrated a family lunch at his restaurant. All very well, except for two waitresses who served us the whole time in English. A real shame and lack of respect towards the people of the country Or....Catalonia. Cordially"
VIRENS,"Great food, nice place, nice atmosphere. A big mistake... there are waiters who only speak English, neither Catalan nor Spanish. You feel out of place"
VIRENS,Very high level vegetarian food
